TTR,id
0.7321428571428571,1
0.8333333333333334,2
0.9714285714285714,3
0.7647058823529411,4
0.8709677419354839,5
0.8333333333333334,6
0.7804878048780488,7
0.6,8
0.711864406779661,9
0.711864406779661,10
1.0,11
0.7073170731707317,12
0.8043478260869565,13
0.875,14
0.875,15
1.0,16
0.6730769230769231,17
0.6071428571428571,18
0.6666666666666666,19
0.6867469879518072,20
0.6304347826086957,21
0.7727272727272727,22
0.8571428571428571,23
0.6792452830188679,24
1.0,25
0.6567164179104478,26
0.8,27
0.7605633802816901,28
0.8333333333333334,29
0.75,30
0.6461538461538462,31
0.9285714285714286,32
0.8461538461538461,33
0.5897435897435898,34
0.6571428571428571,35
0.54,36
0.7090909090909091,37
0.7222222222222222,38
0.7948717948717948,39
0.7241379310344828,40
0.7878787878787878,41
0.6470588235294118,42
0.7142857142857143,43
0.9032258064516129,44
0.8333333333333334,45
0.9166666666666666,46
0.7241379310344828,47
0.8780487804878049,48
0.9545454545454546,49
0.96875,50
0.7567567567567568,51
0.7441860465116279,52
0.7209302325581395,53
0.6666666666666666,54
0.7464788732394366,55
0.7209302325581395,56
0.868421052631579,57
0.6578947368421053,58
0.75,59
0.7741935483870968,60
0.868421052631579,61
0.7755102040816326,62
0.7941176470588235,63
0.825,64
0.8048780487804879,65
0.7727272727272727,66
0.7,67
0.47058823529411764,68
0.8148148148148148,69
0.7301587301587301,70
0.9444444444444444,71
0.6785714285714286,72
0.7,73
0.7878787878787878,74
0.8636363636363636,75
0.581081081081081,76
0.8157894736842105,77
0.6949152542372882,78
0.7307692307692307,79
0.6730769230769231,80
0.6666666666666666,81
0.7073170731707317,82
0.5342465753424658,83
0.7586206896551724,84
0.8666666666666667,85
0.7391304347826086,86
0.8888888888888888,87
0.7708333333333334,88
0.7631578947368421,89
0.6588235294117647,90
0.7333333333333333,91
0.7317073170731707,92
0.6133333333333333,93
0.673469387755102,94
0.5492957746478874,95
0.7446808510638298,96
0.6629213483146067,97
0.85,98
0.8333333333333334,99
0.7962962962962963,100
0.7037037037037037,101
0.7321428571428571,102
0.7727272727272727,103
0.75,104
0.7058823529411765,105
0.875,106
0.8064516129032258,107
0.7213114754098361,108
0.65,109
0.7727272727272727,110
0.875,111
0.9117647058823529,112
0.85,113
0.71875,114
0.7380952380952381,115
0.9444444444444444,116
0.6612903225806451,117
1.0,118
0.7674418604651163,119
0.6190476190476191,120
0.75,121
0.6222222222222222,122
0.5957446808510638,123
0.9166666666666666,124
0.6875,125
0.6511627906976745,126
0.6756756756756757,127
0.9285714285714286,128
0.6724137931034483,129
0.8571428571428571,130
0.7464788732394366,131
0.85,132
0.7435897435897436,133
0.8064516129032258,134
0.7804878048780488,135
0.7368421052631579,136
0.5697674418604651,137
0.5575221238938053,138
0.8055555555555556,139
0.7045454545454546,140
0.7407407407407407,141
0.9259259259259259,142
0.6290322580645161,143
0.76,144
0.7818181818181819,145
0.7027027027027027,146
0.9285714285714286,147
0.8125,148
0.7272727272727273,149
0.9393939393939394,150
0.7586206896551724,151
0.7741935483870968,152
0.696969696969697,153
0.9444444444444444,154
0.8888888888888888,155
0.8604651162790697,156
0.8421052631578947,157
0.7647058823529411,158
0.7377049180327869,159
0.66,160
0.775,161
0.7444444444444445,162
0.6385542168674698,163
0.5583333333333333,164
0.7954545454545454,165
0.6949152542372882,166
0.813953488372093,167
0.6666666666666666,168
0.85,169
0.6857142857142857,170
0.8787878787878788,171
0.6981132075471698,172
0.7380952380952381,173
0.7422680412371134,174
0.7941176470588235,175
0.8214285714285714,176
0.7611940298507462,177
0.8181818181818182,178
0.6530612244897959,179
0.8888888888888888,180
0.7272727272727273,181
0.7857142857142857,182
0.74,183
0.6805555555555556,184
0.9130434782608695,185
0.7555555555555555,186
0.640625,187
0.717948717948718,188
1.0,189
0.7368421052631579,190
0.7377049180327869,191
0.8292682926829268,192
0.6944444444444444,193
0.9210526315789473,194
0.65,195
0.5377358490566038,196
0.7586206896551724,197
0.7105263157894737,198
0.6226415094339622,199
0.59375,200
1.0,201
0.76,202
0.8,203
0.8035714285714286,204
0.8,205
0.9375,206
0.7241379310344828,207
0.5866666666666667,208
0.7560975609756098,209
0.7368421052631579,210
0.648936170212766,211
1.0,212
0.8888888888888888,213
0.717948717948718,214
0.75,215
0.693069306930693,216
0.9,217
0.6666666666666666,218
0.7142857142857143,219
0.9166666666666666,220
0.6981132075471698,221
0.8148148148148148,222
0.9444444444444444,223
0.6756756756756757,224
1.0,225
0.6896551724137931,226
0.717948717948718,227
0.9032258064516129,228
0.8695652173913043,229
0.9375,230
0.627906976744186,231
0.7209302325581395,232
1.0,233
0.7090909090909091,234
0.8163265306122449,235
0.9354838709677419,236
0.7555555555555555,237
0.7333333333333333,238
0.6875,239
0.64,240
0.6790123456790124,241
0.6938775510204082,242
0.7083333333333334,243
0.7551020408163265,244
0.7017543859649122,245
0.7647058823529411,246
0.7352941176470589,247
0.6354166666666666,248
0.7,249
0.8181818181818182,250
0.85,251
0.8275862068965517,252
0.7727272727272727,253
0.6736842105263158,254
0.75,255
0.8,256
0.711864406779661,257
0.803921568627451,258
